agrad%C3%A1vel?	0	4.29376584546	4.512108262108262  4.408195970695971  4.285078347578348  4.263822115384616  4.255074786324786  4.249243233618234  4.245077838827839  4.241953792735043  4.239523979107313  4.237580128205129
agrad%C3%A1vel?	1	5.71720646156	6.083066239316239  5.79594017094017  5.71741452991453  5.714810363247864  5.682104700854701  5.6603009259259265  5.644726800976802  5.633046207264957  5.623961301044635  5.616693376068377
agrad%C3%A1vel?	2	5.62578094263	5.53392094017094  5.620459401709402  5.71741452991453  5.671541132478634  5.647489316239316  5.631454772079772  5.620001526251527  5.611411591880342  5.604730531813866  5.599385683760684
agrad%C3%A1vel?	3	4.05346761167	3.8181089743589745  3.9396367521367526  3.9957264957264957  4.046808226495727  4.0814636752136755  4.104567307692308  4.121069902319903  4.133446848290599  4.143073361823363  4.150774572649573
agrad%C3%A1vel?	4	5.58662572285	5.53392094017094  5.53392094017094  5.602029914529915  5.628271901709402  5.612873931623931  5.602608618233619  5.5952762515262515  5.589776976495727  5.585499762583096  5.582077991452992
agrad%C3%A1vel?	5	4.81190401998	4.580280830280831  4.851190476190476  4.744925213675214  4.8080261752136755  4.808760683760684  4.835292022792023  4.85424297924298  4.868456196581197  4.879510921177588  4.888354700854701
agrad%C3%A1vel?	6	5.45674553359	5.417887667887668  5.472374847374847  5.4289529914529915  5.411925747863248  5.439797008547009  5.458377849002849  5.471649877899878  5.481603899572649  5.48934591642925  5.495539529914531
agrad%C3%A1vel?	7	4.37893862985	4.593126780626781  4.492521367521367  4.400819088319089  4.394030448717949  4.359241452991453  4.336048789173789  4.319482600732601  4.3070579594017095  4.297394349477684  4.289663461538462
agrad%C3%A1vel?	8	4.90655355447	5.101495726495727  4.908043345543346  4.849091880341881  4.8080261752136755  4.871260683760684  4.8873753561253555  4.898885836385837  4.907518696581197  4.9142331433998105  4.919604700854701
agrad%C3%A1vel?	9	-1.0	-1  -1  -1  -1  -1  -1  -1  -1  -1  -1

